Case 1
0.00 52.00 174.00
98.00 0.00 174.00
98.00 52.00 174.00
196.00 0.00 174.00
196.00 52.00 174.00
0.00 104.00 174.00
48.00 104.00 174.00
96.00 104.00 174.00
144.00 104.00 174.00
192.00 104.00 174.00
240.00 104.00 174.00
344.00 0.00 182.00
344.00 36.00 182.00
344.00 72.00 182.00
344.00 108.00 182.00
392.00 0.00 182.00
392.00 49.00 182.00
392.00 86.00 182.00
392.00 123.00 182.00
used ratio:75.39%

Case 26
0.00 0.00 0.00
0.00 46.00 0.00
0.00 92.00 0.00
0.00 138.00 0.00
0.00 184.00 0.00
113.00 0.00 0.00
113.00 46.00 0.00
113.00 92.00 0.00
113.00 138.00 0.00
113.00 184.00 0.00
226.00 0.00 0.00
226.00 46.00 0.00
226.00 92.00 0.00
226.00 138.00 0.00
226.00 184.00 0.00
339.00 0.00 0.00
339.00 63.00 0.00
339.00 126.00 0.00
442.00 0.00 0.00
442.00 63.00 0.00
442.00 126.00 0.00
339.00 189.00 0.00
339.00 189.00 26.00
339.00 189.00 52.00
440.00 189.00 0.00
440.00 189.00 26.00
440.00 189.00 52.00
0.00 0.00 36.00
0.00 61.00 36.00
0.00 122.00 36.00
106.00 0.00 36.00
106.00 61.00 36.00
106.00 122.00 36.00
212.00 0.00 36.00
212.00 61.00 36.00
212.00 122.00 36.00
339.00 0.00 58.00
339.00 63.00 58.00
339.00 126.00 58.00
436.00 0.00 58.00
436.00 63.00 58.00
436.00 126.00 58.00
0.00 0.00 92.00
0.00 78.00 92.00
102.00 0.00 92.00
102.00 78.00 92.00
204.00 0.00 92.00
204.00 78.00 92.00
339.00 0.00 114.00
339.00 81.00 114.00
436.00 0.00 114.00
436.00 81.00 114.00
0.00 0.00 131.00
0.00 50.00 131.00
0.00 100.00 131.00
91.00 0.00 131.00
91.00 50.00 131.00
91.00 100.00 131.00
182.00 0.00 131.00
182.00 50.00 131.00
182.00 100.00 131.00
339.00 0.00 141.00
339.00 48.00 141.00
339.00 96.00 141.00
400.00 0.00 141.00
400.00 48.00 141.00
400.00 96.00 141.00
461.00 0.00 141.00
461.00 48.00 141.00
461.00 96.00 141.00
339.00 0.00 171.00
339.00 67.00 171.00
424.00 0.00 171.00
424.00 67.00 171.00
0.00 0.00 171.00
0.00 67.00 171.00
85.00 0.00 171.00
85.00 67.00 171.00
170.00 0.00 171.00
170.00 67.00 171.00
used ratio:63.4%

Case 27
0.00 0.00 0.00
0.00 96.00 0.00
98.00 0.00 0.00
98.00 96.00 0.00
196.00 0.00 0.00
196.00 96.00 0.00
294.00 0.00 0.00
294.00 96.00 0.00
392.00 0.00 0.00
392.00 96.00 0.00
490.00 0.00 0.00
490.00 0.00 33.00
490.00 0.00 66.00
490.00 64.00 0.00
490.00 64.00 33.00
490.00 64.00 66.00
490.00 128.00 0.00
490.00 128.00 33.00
490.00 128.00 66.00
0.00 192.00 0.00
52.00 192.00 0.00
104.00 192.00 0.00
156.00 192.00 0.00
208.00 192.00 0.00
260.00 192.00 0.00
312.00 192.00 0.00
364.00 192.00 0.00
416.00 192.00 0.00
468.00 192.00 0.00
520.00 192.00 0.00
0.00 192.00 28.00
0.00 192.00 58.00
99.00 192.00 28.00
99.00 192.00 58.00
198.00 192.00 28.00
198.00 192.00 58.00
297.00 192.00 28.00
297.00 192.00 58.00
396.00 192.00 28.00
396.00 192.00 58.00
495.00 192.00 28.00
495.00 192.00 56.00
495.00 192.00 87.00
495.00 192.00 118.00
495.00 192.00 149.00
495.00 192.00 180.00
0.00 0.00 56.00
0.00 59.00 56.00
0.00 118.00 56.00
119.00 0.00 56.00
119.00 59.00 56.00
119.00 118.00 56.00
238.00 0.00 56.00
238.00 59.00 56.00
238.00 118.00 56.00
357.00 0.00 56.00
357.00 59.00 56.00
357.00 118.00 56.00
0.00 192.00 88.00
41.00 192.00 88.00
82.00 192.00 88.00
123.00 192.00 88.00
164.00 192.00 88.00
205.00 192.00 88.00
246.00 192.00 88.00
287.00 192.00 88.00
328.00 192.00 88.00
328.00 192.00 117.00
385.00 192.00 88.00
385.00 192.00 117.00
0.00 0.00 95.00
0.00 88.00 95.00
98.00 0.00 95.00
98.00 88.00 95.00
196.00 0.00 95.00
196.00 88.00 95.00
294.00 0.00 95.00
294.00 88.00 95.00
392.00 0.00 95.00
392.00 0.00 118.00
392.00 44.00 95.00
392.00 44.00 118.00
392.00 88.00 95.00
392.00 88.00 118.00
392.00 132.00 95.00
392.00 132.00 118.00
490.00 0.00 99.00
490.00 45.00 99.00
490.00 90.00 99.00
490.00 135.00 99.00
0.00 192.00 119.00
490.00 0.00 134.00
490.00 52.00 134.00
490.00 104.00 134.00
392.00 0.00 141.00
392.00 72.00 141.00
0.00 0.00 142.00
0.00 49.00 142.00
0.00 98.00 142.00
116.00 0.00 142.00
116.00 49.00 142.00
116.00 98.00 142.00
232.00 0.00 142.00
232.00 49.00 142.00
232.00 98.00 142.00
0.00 0.00 189.00
0.00 44.00 189.00
0.00 88.00 189.00
83.00 0.00 189.00
83.00 37.00 189.00
used ratio:70.72%

