Case 1
0.00 81.00 151.00
92.00 0.00 151.00
92.00 81.00 151.00
184.00 0.00 151.00
184.00 81.00 151.00
294.00 0.00 179.00
294.00 27.00 179.00
294.00 54.00 179.00
294.00 81.00 179.00
294.00 108.00 179.00
294.00 135.00 179.00
294.00 162.00 179.00
294.00 189.00 179.00
used ratio:80.519%

Case 25
0.00 0.00 0.00
0.00 76.00 0.00
0.00 152.00 0.00
86.00 0.00 0.00
86.00 76.00 0.00
86.00 152.00 0.00
172.00 0.00 0.00
172.00 76.00 0.00
172.00 152.00 0.00
258.00 0.00 0.00
258.00 76.00 0.00
258.00 152.00 0.00
344.00 0.00 0.00
344.00 75.00 0.00
344.00 150.00 0.00
419.00 0.00 0.00
419.00 75.00 0.00
419.00 150.00 0.00
494.00 0.00 0.00
494.00 75.00 0.00
494.00 150.00 0.00
0.00 0.00 38.00
0.00 103.00 38.00
76.00 0.00 38.00
76.00 103.00 38.00
152.00 0.00 38.00
152.00 103.00 38.00
228.00 0.00 38.00
228.00 103.00 38.00
304.00 0.00 38.00
304.00 0.00 61.00
304.00 0.00 84.00
304.00 73.00 38.00
304.00 73.00 61.00
304.00 73.00 84.00
304.00 146.00 38.00
304.00 146.00 61.00
304.00 146.00 84.00
344.00 0.00 63.00
344.00 49.00 63.00
344.00 98.00 63.00
344.00 147.00 63.00
455.00 0.00 63.00
455.00 49.00 63.00
455.00 98.00 63.00
455.00 147.00 63.00
344.00 196.00 63.00
344.00 196.00 84.00
344.00 196.00 105.00
393.00 196.00 63.00
393.00 196.00 84.00
393.00 196.00 105.00
442.00 196.00 63.00
442.00 196.00 84.00
442.00 196.00 105.00
491.00 196.00 63.00
491.00 196.00 84.00
491.00 196.00 105.00
344.00 0.00 89.00
344.00 48.00 89.00
344.00 96.00 89.00
344.00 144.00 89.00
415.00 0.00 89.00
415.00 48.00 89.00
415.00 96.00 89.00
415.00 144.00 89.00
486.00 0.00 89.00
486.00 48.00 89.00
486.00 96.00 89.00
486.00 144.00 89.00
0.00 0.00 102.00
0.00 52.00 102.00
0.00 104.00 102.00
98.00 0.00 102.00
98.00 52.00 102.00
98.00 104.00 102.00
196.00 0.00 102.00
196.00 52.00 102.00
196.00 104.00 102.00
0.00 156.00 102.00
36.00 156.00 102.00
72.00 156.00 102.00
108.00 156.00 102.00
144.00 156.00 102.00
180.00 156.00 102.00
216.00 156.00 102.00
252.00 156.00 102.00
304.00 0.00 107.00
304.00 43.00 107.00
304.00 86.00 107.00
304.00 129.00 107.00
304.00 172.00 107.00
344.00 196.00 126.00
0.00 156.00 133.00
0.00 156.00 172.00
61.00 156.00 133.00
61.00 156.00 172.00
122.00 156.00 133.00
122.00 156.00 172.00
183.00 156.00 133.00
183.00 156.00 172.00
244.00 156.00 133.00
244.00 156.00 164.00
344.00 0.00 136.00
344.00 95.00 136.00
414.00 0.00 136.00
414.00 95.00 136.00
484.00 0.00 136.00
484.00 95.00 136.00
0.00 0.00 146.00
0.00 51.00 146.00
0.00 102.00 146.00
60.00 0.00 146.00
60.00 51.00 146.00
60.00 102.00 146.00
120.00 0.00 146.00
120.00 51.00 146.00
120.00 102.00 146.00
180.00 0.00 146.00
180.00 74.00 146.00
222.00 0.00 146.00
222.00 74.00 146.00
180.00 0.00 186.00
180.00 111.00 186.00
0.00 0.00 187.00
0.00 43.00 187.00
90.00 0.00 187.00
90.00 43.00 187.00
0.00 86.00 187.00
used ratio:77.058%

Case 26
0.00 0.00 0.00
0.00 85.00 0.00
67.00 0.00 0.00
67.00 85.00 0.00
134.00 0.00 0.00
134.00 85.00 0.00
201.00 0.00 0.00
201.00 85.00 0.00
268.00 0.00 0.00
268.00 85.00 0.00
335.00 0.00 0.00
335.00 85.00 0.00
402.00 0.00 0.00
402.00 85.00 0.00
469.00 0.00 0.00
469.00 0.00 61.00
469.00 0.00 122.00
469.00 56.00 0.00
469.00 56.00 61.00
469.00 56.00 122.00
469.00 112.00 0.00
469.00 112.00 61.00
469.00 112.00 122.00
0.00 170.00 0.00
97.00 170.00 0.00
194.00 170.00 0.00
291.00 170.00 0.00
388.00 170.00 0.00
485.00 170.00 0.00
0.00 0.00 39.00
0.00 46.00 39.00
0.00 92.00 39.00
113.00 0.00 39.00
113.00 46.00 39.00
113.00 92.00 39.00
226.00 0.00 39.00
226.00 46.00 39.00
226.00 92.00 39.00
339.00 0.00 39.00
339.00 46.00 39.00
339.00 92.00 39.00
0.00 138.00 39.00
101.00 138.00 39.00
202.00 138.00 39.00
303.00 138.00 39.00
0.00 170.00 56.00
103.00 170.00 56.00
206.00 170.00 56.00
309.00 170.00 56.00
412.00 170.00 56.00
515.00 170.00 56.00
515.00 170.00 98.00
515.00 170.00 140.00
0.00 138.00 65.00
101.00 138.00 65.00
0.00 0.00 75.00
0.00 57.00 75.00
75.00 0.00 75.00
75.00 57.00 75.00
150.00 0.00 75.00
150.00 57.00 75.00
225.00 0.00 75.00
225.00 57.00 75.00
300.00 0.00 75.00
300.00 57.00 75.00
375.00 0.00 75.00
375.00 0.00 117.00
375.00 50.00 75.00
375.00 50.00 117.00
0.00 170.00 114.00
48.00 170.00 114.00
96.00 170.00 114.00
144.00 170.00 114.00
192.00 170.00 114.00
240.00 170.00 114.00
288.00 170.00 114.00
336.00 170.00 114.00
384.00 170.00 114.00
432.00 170.00 114.00
0.00 0.00 116.00
0.00 50.00 116.00
91.00 0.00 116.00
91.00 50.00 116.00
182.00 0.00 116.00
182.00 50.00 116.00
273.00 0.00 116.00
273.00 50.00 116.00
0.00 170.00 144.00
80.00 170.00 144.00
160.00 170.00 144.00
240.00 170.00 144.00
320.00 170.00 144.00
400.00 170.00 144.00
0.00 0.00 156.00
56.00 0.00 156.00
112.00 0.00 156.00
168.00 0.00 156.00
224.00 0.00 156.00
280.00 0.00 156.00
375.00 0.00 159.00
0.00 170.00 179.00
91.00 170.00 179.00
182.00 170.00 179.00
273.00 170.00 179.00
364.00 170.00 179.00
515.00 170.00 182.00
469.00 0.00 183.00
469.00 81.00 183.00
0.00 0.00 191.00
81.00 0.00 191.00
162.00 0.00 191.00
243.00 0.00 191.00
used ratio:76.054%

Case 27
0.00 0.00 0.00
0.00 96.00 0.00
98.00 0.00 0.00
98.00 96.00 0.00
196.00 0.00 0.00
196.00 96.00 0.00
294.00 0.00 0.00
294.00 96.00 0.00
392.00 0.00 0.00
392.00 96.00 0.00
490.00 0.00 0.00
490.00 0.00 33.00
490.00 0.00 66.00
490.00 64.00 0.00
490.00 64.00 33.00
490.00 64.00 66.00
490.00 128.00 0.00
490.00 128.00 33.00
490.00 128.00 66.00
0.00 192.00 0.00
52.00 192.00 0.00
104.00 192.00 0.00
156.00 192.00 0.00
208.00 192.00 0.00
260.00 192.00 0.00
312.00 192.00 0.00
364.00 192.00 0.00
416.00 192.00 0.00
468.00 192.00 0.00
520.00 192.00 0.00
0.00 192.00 28.00
0.00 192.00 58.00
99.00 192.00 28.00
99.00 192.00 58.00
198.00 192.00 28.00
198.00 192.00 58.00
297.00 192.00 28.00
297.00 192.00 58.00
396.00 192.00 28.00
396.00 192.00 58.00
495.00 192.00 28.00
495.00 192.00 56.00
495.00 192.00 87.00
495.00 192.00 118.00
495.00 192.00 149.00
495.00 192.00 180.00
0.00 0.00 56.00
0.00 59.00 56.00
0.00 118.00 56.00
119.00 0.00 56.00
119.00 59.00 56.00
119.00 118.00 56.00
238.00 0.00 56.00
238.00 59.00 56.00
238.00 118.00 56.00
357.00 0.00 56.00
357.00 59.00 56.00
357.00 118.00 56.00
0.00 192.00 88.00
41.00 192.00 88.00
82.00 192.00 88.00
123.00 192.00 88.00
164.00 192.00 88.00
205.00 192.00 88.00
246.00 192.00 88.00
287.00 192.00 88.00
328.00 192.00 88.00
328.00 192.00 117.00
385.00 192.00 88.00
385.00 192.00 117.00
0.00 0.00 95.00
0.00 88.00 95.00
98.00 0.00 95.00
98.00 88.00 95.00
196.00 0.00 95.00
196.00 88.00 95.00
294.00 0.00 95.00
294.00 88.00 95.00
392.00 0.00 95.00
392.00 0.00 118.00
392.00 44.00 95.00
392.00 44.00 118.00
392.00 88.00 95.00
392.00 88.00 118.00
392.00 132.00 95.00
392.00 132.00 118.00
490.00 0.00 99.00
490.00 44.00 99.00
490.00 88.00 99.00
490.00 132.00 99.00
0.00 192.00 119.00
392.00 0.00 141.00
392.00 44.00 141.00
392.00 88.00 141.00
392.00 132.00 141.00
0.00 0.00 142.00
0.00 49.00 142.00
0.00 98.00 142.00
116.00 0.00 142.00
116.00 49.00 142.00
116.00 98.00 142.00
232.00 0.00 142.00
232.00 49.00 142.00
232.00 98.00 142.00
348.00 0.00 142.00
348.00 0.00 172.00
490.00 0.00 167.00
490.00 68.00 167.00
0.00 0.00 189.00
0.00 44.00 189.00
0.00 88.00 189.00
used ratio:75.946%

